абайя абайя noun:inanim:f:v_naz:ua_1992
вість вість noun:inanim:f:v_naz
вітер вітер noun:inanim:m:v_naz
вітка вітка noun:inanim:f:v_naz
віття віття noun:inanim:n:v_naz
вічко вічко noun:inanim:n:v_naz
вічно вічно adv
вішак вішак noun:inanim:m:v_naz
вішка вішка noun:inanim:f:v_naz
віщий віщий adj:m:v_naz
віщун віщун noun:anim:m:v_naz
віяло віяло noun:inanim:n:v_naz
віяти віяти verb:imperf:inf
вклад вклад noun:inanim:m:v_naz
вкрай вкрай adv
вкруг вкруг adv
вкупі вкупі adv
вкупу вкупу adv
влада влада noun:inanim:f:v_naz
влити влити verb:perf:inf
вліво вліво adv
влови влови noun:inanim:p:v_naz:ns
вмент вмент adv
вмити вмити verb:perf:inf
вмить вмить adv
вміло вміло adv:compb
вміст вміст noun:inanim:m:v_naz
вміти вміти verb:imperf:inf
внизу внизу adv
внизу внизу prep
вночі вночі adv
внуча внуча noun:anim:n:v_naz
вобла вобла noun:anim:f:v_naz
вовік вовік adv
вовна вовна noun:inanim:f:v_naz
вовча вовча noun:anim:n:v_naz
вогко вогко adv:compb:&predic
водій водій noun:anim:m:v_naz
вожак вожак noun:anim:m:v_naz
вождь вождь noun:anim:m:v_naz
возик возик noun:inanim:m:v_naz
возій возій noun:anim:m:v_naz
вокал вокал noun:inanim:m:v_naz
волан волан noun:inanim:m:v_naz
волга волга noun:inanim:f:v_naz
волик волик noun:anim:m:v_naz
волок волок noun:inanim:m:v_naz
волос волос noun:inanim:m:v_naz
волот волот noun:inanim:m:v_naz
волоф волоф noun:inanim:f:v_naz:nv
волох волох noun:anim:m:v_naz
волхв волхв noun:anim:m:v_naz
вольт вольт noun:inanim:m:v_naz
воляр воляр noun:anim:m:v_naz
воляр воляр noun:inanim:m:v_naz
ворог ворог noun:anim:m:v_naz
ворок ворок noun:inanim:m:v_naz
ворон ворон noun:anim:m:v_naz
ворох ворох noun:inanim:m:v_naz
ворса ворса noun:inanim:f:v_naz
вотум вотум noun:inanim:m:v_naz
вохра вохра noun:inanim:f:v_naz
вошва вошва noun:anim:f:v_naz
вошка вошка noun:anim:f:v_naz
вояка вояка noun:anim:m:v_naz
впень впень adv
впити впити verb:perf:inf
вплав вплав adv
вплач вплач adv
вплив вплив noun:inanim:m:v_naz
впору впору adv
впуск впуск noun:inanim:m:v_naz
враза враза noun:inanim:f:v_naz
врата врата noun:inanim:p:v_naz:ns
врити врити verb:perf:inf
врода врода noun:inanim:f:v_naz
вроки вроки noun:inanim:p:v_naz:ns
вруно вруно noun:inanim:n:v_naz
вскач вскач adv
вслід вслід adv
вслід вслід prep
всмак всмак adv
всоте всоте adv
вспак вспак adv
вспід вспід adv
встик встик adv
вступ вступ noun:inanim:m:v_naz
встяж встяж adv
всуху всуху adv
всюди всюди adv:&pron:gen
всяко всяко adv
втеча втеча noun:inanim:f:v_naz
втиск втиск noun:inanim:m:v_naz
втіха втіха noun:inanim:f:v_naz
втома втома noun:inanim:f:v_naz
втора втора noun:inanim:f:v_naz
втроє втроє adv
втяти втяти verb:perf:inf
вуаль вуаль noun:inanim:f:v_naz
вугор вугор noun:anim:m:v_naz
вугор вугор noun:inanim:m:v_naz
вудка вудка noun:inanim:f:v_naz
вужик вужик noun:anim:m:v_naz
вужів вужів adj:m:v_naz
вужче вужче adv:compc
вузда вузда noun:inanim:f:v_naz
вузол вузол noun:inanim:m:v_naz
вуйко вуйко noun:anim:m:v_naz
вулик вулик noun:inanim:m:v_naz
вумен вумен noninfl:foreign
вусач вусач noun:anim:m:v_naz
вусик вусик noun:inanim:m:v_naz
вуста вуста noun:inanim:p:v_naz:ns
вушко вушко noun:inanim:n:v_naz
вчвал вчвал adv
вчена вчений noun:anim:f:v_naz
вчити вчити verb:imperf:inf
вчора вчора adv
вчути вчути verb:perf:inf
вшити вшити verb:perf:inf
вщент вщент adv
габро габро noun:inanim:n:v_naz:nv
гавот гавот noun:inanim:m:v_naz
гагат гагат noun:inanim:m:v_naz
гаддя гаддя noun:inanim:n:v_naz
гадес гадес noun:inanim:m:v_naz
гадів гадів adj:m:v_naz
гадка гадка noun:inanim:f:v_naz
газон газон noun:inanim:m:v_naz
гайда гайда noninfl:&predic
гайка гайка noun:inanim:f:v_naz
гайно гайно adv
гайно гайно noun:inanim:n:v_naz
гайок гайок noun:inanim:m:v_naz
галас галас noun:inanim:m:v_naz
галат галат noun:inanim:m:v_naz
гален гален noun:inanim:m:v_naz
галич галич noun:inanim:f:v_naz
галід галід noun:inanim:m:v_naz
галій галій noun:inanim:m:v_naz
галіт галіт noun:inanim:m:v_naz
галка галка noun:anim:f:v_naz
галон галон noun:inanim:m:v_naz
галоп галоп noun:inanim:m:v_naz
галун галун noun:inanim:m:v_naz:xp1
галун галун noun:inanim:m:v_naz:xp2
галча галча noun:anim:n:v_naz
гамак гамак noun:inanim:m:v_naz
гаман гаман noun:inanim:m:v_naz
гамба гамба noun:inanim:f:v_naz
гамір гамір noun:inanim:m:v_naz
гамма гамма noun:inanim:f:v_naz
гамон гамон noun:inanim:m:v_naz
гамуз гамуз noun:inanim:m:v_naz
ганаш ганаш noun:inanim:m:v_naz
ганда ганда noun:inanim:f:v_naz
ганус ганус noun:inanim:m:v_naz
гапка гапка noun:inanim:f:v_naz
гараж гараж noun:inanim:m:v_naz
гарба гарба noun:inanim:f:v_naz
гарда гарда noun:inanim:f:v_naz
гарем гарем noun:inanim:m:v_naz
гарне гарне noun:inanim:n:v_naz
гарно гарно adv:compb:&predic
гарус гарус noun:inanim:m:v_naz
гасло гасло noun:inanim:n:v_naz
гатка гатка noun:inanim:f:v_naz
гауда гауда noun:inanim:f:v_naz
гаучо гаучо noun:anim:m:v_naz:nv
гачок гачок noun:inanim:m:v_naz
гашиш гашиш noun:inanim:m:v_naz
гаяти гаяти verb:imperf:inf
гбайя гбайя noun:inanim:f:v_naz:nv:ua_1992
гвинт гвинт noun:inanim:m:v_naz
гевея гевея noun:inanim:f:v_naz
геєна геєна noun:inanim:f:v_naz
гейша гейша noun:anim:f:v_naz
гекон гекон noun:inanim:m:v_naz
гелер гелер noun:inanim:m:v_naz
гелій гелій noun:inanim:m:v_naz
геліт геліт noun:inanim:m:v_naz
гемін гемін noun:inanim:m:v_naz
гемон гемон noun:anim:m:v_naz
генез генез noun:inanim:m:v_naz
геній геній noun:anim:m:v_naz
геній геній noun:inanim:m:v_naz
геном геном noun:inanim:m:v_naz
генрі генрі noun:inanim:m:v_naz:nv
геоїд геоїд noun:inanim:m:v_naz
герма герма noun:inanim:f:v_naz
герой герой noun:anim:m:v_naz
герць герць noun:inanim:m:v_naz
гетер гетер noun:inanim:m:v_naz
гетит гетит noun:inanim:m:v_naz
гетра гетра noun:inanim:f:v_naz
гетто гетто noun:inanim:n:v_naz:nv
гжель гжель noun:inanim:f:v_naz
гзимс гзимс noun:inanim:m:v_naz
гидко гидко adv:compb:&predic
гилка гилка noun:inanim:f:v_naz
гилун гилун noun:anim:m:v_naz
гилун гилун noun:inanim:m:v_naz
гирка гирка noun:inanim:f:v_naz
гирло гирло noun:inanim:n:v_naz
гичка гичка noun:inanim:f:v_naz
гібон гібон noun:anim:m:v_naz
гідно гідно adv:compb
гідра гідра noun:anim:f:v_naz
гієна гієна noun:anim:f:v_naz
гілка гілка noun:inanim:f:v_naz
гілля гілля noun:inanim:n:v_naz
гімен гімен noun:inanim:m:v_naz
гінді гінді noun:inanim:f:v_naz:nv:ns
гінді гінді noun:inanim:p:v_naz:nv:ns
гінея гінея noun:inanim:f:v_naz
гінка гінка noun:inanim:f:v_naz
гінко гінко adv
гіпюр гіпюр noun:inanim:m:v_naz
гірка гірка noun:inanim:f:v_naz:xp1
гірка гірка noun:inanim:f:v_naz:xp2
гірко гірко adv:compb:&predic
гірше гірше adv:compc:&predic
гісоп гісоп noun:inanim:m:v_naz
гість гість noun:anim:m:v_naz
гічка гічка noun:inanim:f:v_naz
глава глава noun:anim:m:v_naz
глава глава noun:inanim:f:v_naz
главк главк noun:inanim:m:v_naz
гладш гладше adv:compc:short
гладь гладь noun:inanim:f:v_naz
гласе гласе noun:inanim:f:v_naz:nv
глибш глибше adv:compc:&predic:short
глива глива noun:inanim:f:v_naz
глина глина noun:inanim:f:v_naz
глист глист noun:anim:m:v_naz
глиця глиця noun:inanim:f:v_naz
гліпт гліпт noun:inanim:m:v_naz
глоба глоба noun:inanim:f:v_naz
глоса глоса noun:inanim:f:v_naz
глось глось noun:anim:m:v_naz
глузд глузд noun:inanim:m:v_naz
глузи глузи noun:inanim:p:v_naz:ns
глуха глухий noun:anim:f:v_naz
глухо глухо adv:compb:&predic
глюон глюон noun:inanim:m:v_naz
глянс глянс noun:inanim:m:v_naz
глянц глянц noun:inanim:m:v_naz
глясе глясе noun:inanim:n:v_naz:nv
гміна гміна noun:inanim:f:v_naz
гнати гнати verb:imperf:inf
гнейс гнейс noun:inanim:m:v_naz
гнида гнида noun:anim:f:v_naz
гниль гниль noun:inanim:f:v_naz
гнити гнити verb:imperf:inf
гнояк гнояк noun:inanim:m:v_naz
гнути гнути verb:imperf:inf
гобіт гобіт noun:anim:m:v_naz
гобой гобой noun:inanim:m:v_naz
говір говір noun:inanim:m:v_naz
гогіт гогіт noun:inanim:m:v_naz
годжі годжі noun:inanim:f:v_naz:nv
годок годок noun:inanim:m:v_naz
гожий гожий adj:m:v_naz
гоїти гоїти verb:imperf:inf
гойно гойно adv
голий голий adj:m:v_naz:compb
голий голий noun:anim:m:v_naz
голиш голиш noun:inanim:m:v_naz
голіш голіше adv:compc:short
голка голка noun:inanim:f:v_naz
голод голод noun:inanim:m:v_naz
голос голос noun:inanim:m:v_naz
голуб голуб noun:anim:m:v_naz
голуб голуб noun:inanim:m:v_naz
гольф гольф noun:inanim:m:v_naz:xp1
гольф гольф noun:inanim:m:v_naz:xp2
голяк голяк noun:anim:m:v_naz
голяк голяк noun:inanim:m:v_naz
голяр голяр noun:anim:m:v_naz
гомін гомін noun:inanim:m:v_naz
гомоз гомоз noun:inanim:m:v_naz
гонді гонді noun:inanim:f:v_naz:nv
гоніт гоніт noun:inanim:m:v_naz
гонок гонок noun:inanim:m:v_naz
гонор гонор noun:inanim:m:v_naz
гонта гонта noun:inanim:f:v_naz
гонча гонча noun:anim:f:v_naz
гопак гопак noun:inanim:m:v_naz
гопки гопки adv
гордо гордо adv:compb
горіх горіх noun:inanim:m:v_naz
горло горло noun:inanim:n:v_naz
горно горно noun:inanim:n:v_naz
горня горня noun:inanim:n:v_naz
город город noun:inanim:m:v_naz
горор горор noun:inanim:m:v_naz
горох горох noun:inanim:m:v_naz
горою горою adv
горст горст noun:inanim:m:v_naz
горща горща noun:inanim:n:v_naz
гостя гостя noun:anim:f:v_naz
гофре гофре noun:inanim:n:v_naz:nv
гоцак гоцак noun:inanim:m:v_naz
граве граве adv
граве граве noun:inanim:n:v_naz:nv
гранд гранд noun:anim:m:v_naz
гранж гранж noun:inanim:m:v_naz
грант грант noun:inanim:m:v_naz
грань грань noun:inanim:f:v_naz
грата грата noninfl
грати грати verb:imperf:inf
графа графа noun:inanim:f:v_naz
гребо гребо noun:inanim:f:v_naz:nv
грежа грежа noun:inanim:f:v_naz
грена грена noun:inanim:f:v_naz
грець грець noun:anim:m:v_naz
грець грець noun:inanim:m:v_naz
грива грива noun:inanim:f:v_naz
гридь гридь noun:inanim:f:v_naz
грижа грижа noun:inanim:f:v_naz
гриль гриль noun:inanim:m:v_naz
грище грище noun:inanim:n:v_naz
гріти гріти verb:imperf:inf
гроза гроза noun:inanim:f:v_naz
гроно гроно noun:inanim:n:v_naz
гроші гроші noun:inanim:p:v_naz:ns
груба груба noun:inanim:f:v_naz
грубо грубо adv:compb
грубш грубше adv:compc:short
груда груда noun:inanim:f:v_naz
груди груди noun:inanim:p:v_naz:ns
грудь грудь noun:inanim:f:v_naz
грузд грузд noun:inanim:m:v_naz
група група noun:inanim:f:v_naz
груша груша noun:inanim:f:v_naz
гряда гряда noun:inanim:f:v_naz
грязь грязь noun:inanim:f:v_naz
гуано гуано noun:inanim:n:v_naz:nv
губка губка noun:inanim:f:v_naz
гугіт гугіт noun:inanim:m:v_naz
гудок гудок noun:inanim:m:v_naz
гужем гужем adv
гузир гузир noun:inanim:m:v_naz
гузка гузка noun:inanim:f:v_naz
гузно гузно noun:inanim:n:v_naz
гулий гулий adj:m:v_naz
гулко гулко adv:compb
гуляш гуляш noun:inanim:m:v_naz
гумай гумай noun:inanim:m:v_naz
гуміт гуміт noun:inanim:m:v_naz
гумка гумка noun:inanim:f:v_naz
гумоз гумоз noun:inanim:m:v_naz
гумор гумор noun:inanim:m:v_naz
гумус гумус noun:inanim:m:v_naz
гуппі гуппі noun:anim:f:v_naz:nv
гурія гурія noun:anim:f:v_naz
гусак гусак noun:anim:m:v_naz
гусак гусак noun:inanim:m:v_naz
гусар гусар noun:anim:m:v_naz
гусит гусит noun:anim:m:v_naz
гусій гусій noun:anim:m:v_naz
гуска гуска noun:anim:f:v_naz
гусла гусла noun:inanim:p:v_naz:ns
гуслі гуслі noun:inanim:p:v_naz:ns
густи густи verb:imperf:inf
густо густо adv:compb
гуцул гуцул noun:anim:m:v_naz
гучно гучно adv:compb
